Gene	cluster
KCNQ5	cluster_8
ENSG00000243501	NA
KHDC1L	NA
KHDC1	NA
KHDC1-AS1	NA
KHDC3L	NA
OOEP	NA
ENSG00000290002	NA
DDX43	NA
CGAS	cluster_19
MTO1	NA
EEF1A1	NA
SLC17A5	NA
CD109-AS1	NA
ENSG00000303884	NA
CD109	NA
COL12A1	cluster_19
COX7A2	NA
TMEM30A	NA
TMEM30A-DT	NA
FILIP1	cluster_4
SENP6	NA
MYO6	NA
IMPG1	NA
ENSG00000302932	NA
HTR1B	NA
ENSG00000230309	NA
IRAK1BP1	NA
PHIP	NA
ENSG00000286340	NA
HMGN3	NA
HMGN3-AS1	NA
LCA5	NA
SH3BGRL2	NA
ELOVL4	NA
TTK	cluster_15
BCKDHB	NA
ENSG00000272129	NA
ENSG00000233967	NA
ENSG00000279022	NA
ENSG00000260645	NA
TENT5A	NA
ENSG00000226089	NA
ENSG00000305307	cluster_13
LINC02542	NA
IBTK	NA
TPBG	NA
ENSG00000298976	NA
UBE3D	NA
DOP1A	NA
PGM3	NA
RWDD2A	NA
ENSG00000302545	NA
ME1	NA
PRSS35	NA
SNAP91	cluster_4
CYB5R4	NA
MRAP2	cluster_4
CEP162	cluster_19
TBX18	cluster_4
LINC02535	NA
NT5E	cluster_8
ENSG00000280232	NA
SNX14	NA
ENSG00000271793	NA
SYNCRIP	NA
SNHG5	NA
ENSG00000288021	NA
ENSG00000272008	NA
ZNF292	NA
SMIM8	NA
C6orf163	NA
ENSG00000279616	NA
CFAP206	NA
ENSG00000213204	NA
SLC35A1	NA
RARS2	NA
ORC3	NA
AKIRIN2	NA
CNR1	NA
RNGTT	NA
ENSG00000289931	NA
PNRC1	NA
SRSF12	NA
ENSG00000309618	NA
ENSG00000288009	NA
PM20D2	NA
GABRR2	cluster_4
UBE2J1	NA
RRAGD	cluster_4
ANKRD6	cluster_4
LYRM2	NA
MDN1-AS1	NA
MDN1	NA
ENSG00000309777	NA
CASP8AP2	NA
BACH2	cluster_13
MAP3K7	NA
EPHA7	cluster_11
MANEA-DT	NA
MANEA	NA
UFL1-AS1	NA
UFL1	NA
FHL5	NA
GPR63	NA
NDUFAF4	NA
KLHL32	NA
MMS22L	NA
ENSG00000271860	NA
POU3F2	NA
FBXL4	NA
FAXC	NA
COQ3	NA
PNISR	NA
PNISR-AS1	NA
USP45	NA
TSTD3	NA
CCNC	NA
SIM1	NA
ASCC3	NA
ENSG00000260000	NA
GRIK2	cluster_4
ENSG00000287616	NA
HACE1	NA
BVES	NA
BVES-AS1	NA
POPDC3	cluster_5
PREP	NA
ENSG00000286084	NA
PRDM1	cluster_15
ATG5	NA
CRYBG1	cluster_15
RTN4IP1	NA
QRSL1	NA
ENSG00000289020	NA
CD24	cluster_4
MTRES1	NA
BEND3	NA
PDSS2	NA
ENSG00000295678	NA
SOBP	cluster_13
ENSG00000289433	NA
ENSG00000303372	cluster_13
SEC63	NA
ENSG00000272476	NA
OSTM1	cluster_8
ENSG00000297798	NA
SNX3	NA
ENSG00000286562	NA
ENSG00000230248	NA
AFG1L	NA
ENSG00000287044	NA
FOXO3	NA
ENSG00000294744	NA
LINC00222	NA
ARMC2	NA
ARMC2-AS1	NA
SESN1	NA
ENSG00000271730	NA
CEP57L1	NA
ENSG00000293470	NA
ENSG00000293541	cluster_4
CD164	NA
ENSG00000260273	NA
PPIL6	NA
SMPD2	NA
MICAL1	NA
ZBTB24	NA
ZBTB24-DT	NA
AK9	NA
FIG4	NA
WASF1	NA
CDC40	NA
METTL24	NA
DDO	NA
ENSG00000289847	cluster_8
CDK19	NA
ENSG00000298831	cluster_13
AMD1	NA
GTF3C6	NA
RPF2	NA
SLC16A10	NA
MFSD4B	NA
ENSG00000271789	NA
REV3L	cluster_13
ENSG00000272356	NA
TRAF3IP2-AS1	NA
ENSG00000286616	NA
TRAF3IP2	NA
ENSG00000255389	cluster_11
FYN	NA
ENSG00000289256	NA
TUBE1	NA
FAM229B	NA
LAMA4	cluster_13
ENSG00000237234	NA
ENSG00000270661	cluster_13
ENSG00000306444	cluster_13
RFPL4B	NA
ENSG00000289961	NA
LINC02518	NA
LINC02541	NA
ENSG00000289198	NA
MARCKS	NA
LINC02880	NA
HDAC2	NA
HDAC2-AS2	NA
HS3ST5	NA
FRK	NA
ENSG00000287933	NA
NT5DC1	NA
COL10A1	cluster_4
TSPYL4	NA
DSE	NA
TSPYL1	NA
ENSG00000295031	NA
ENSG00000285446	NA
CALHM6	NA
TRAPPC3L	NA
CALHM5	NA
ENSG00000289304	NA
RWDD1	NA
RSPH4A	NA
ZUP1	NA
ENSG00000297886	NA
KPNA5	NA
FAM162B	cluster_19
GPRC6A	NA
ROS1	cluster_4
ENSG00000282218	NA
DCBLD1	NA
GOPC	NA
ENSG00000306196	NA
ENSG00000289372	NA
NUS1	NA
SLC35F1	NA
ENSG00000301363	NA
CEP85L	NA
PLN	NA
ENSG00000286339	cluster_4
MCM9	NA
ASF1A	NA
FAM184A	NA
MAN1A1	NA
ENSG00000287100	NA
TBC1D32	NA
GJA1	NA
HSF2	NA
ENSG00000279453	NA
SERINC1	NA
PKIB	NA
ENSG00000279114	NA
SMPDL3A	cluster_13
TRDN	cluster_4
RNF217-AS1	NA
RNF217	NA
TPD52L1	NA
HDDC2	NA
NCOA7	NA
HINT3	NA
TRMT11	NA
ENSG00000293110	cluster_4
CENPW	cluster_15
ENSG00000293084	NA
ENSG00000287731	NA
RSPO3	cluster_4
RNF146	NA
ECHDC1	NA
ENSG00000299250	NA
KIAA0408	NA
ENSG00000255330	NA
MTCL3	NA
C6orf58	NA
THEMIS	cluster_4
PTPRK	NA
ENSG00000289190	NA
ENSG00000302848	NA
LAMA2	cluster_19
ENSG00000226149	NA
ENSG00000233351	NA
ARHGAP18	NA
L3MBTL3	NA
ENSG00000227678	NA
SAMD3	NA
TMEM200A	NA
EPB41L2	NA
AKAP7	NA
MED23	NA
ENPP3	cluster_4
ENPP1	cluster_15
LINC01013	NA
CCN2	NA
MOXD1	cluster_13
STX7	NA
TAAR1	NA
VNN1	NA
VNN3P	NA
VNN2	cluster_11
SLC18B1	cluster_11
RPS12	NA
ENSG00000302577	cluster_4
ENSG00000279960	NA
LINC00326	cluster_4
EYA4	cluster_19
TARID	NA
ENSG00000272428	NA
TCF21	cluster_19
TBPL1	NA
ENSG00000288529	NA
SLC2A12	NA
SGK1	NA
ENSG00000286887	NA
CT69	NA
LINC03002	NA
ALDH8A1	NA
HBS1L	NA
ENSG00000232876	NA
MYB	cluster_8
AHI1	NA
AHI1-DT	NA
PDE7B	cluster_13
PDE7B-AS1	cluster_8
MTFR2	NA
BCLAF1	NA
ENSG00000260418	NA
MAP7	NA
MAP3K5	NA
PEX7	NA
SLC35D3	NA
IL20RA	NA
IFNGR1	NA
WAKMAR2	NA
TNFAIP3	cluster_19
PERP	cluster_8
ARFGEF3	cluster_4
HEBP2	NA
NHSL1	NA
NHSL1-AS1	NA
CCDC28A-AS1	NA
CCDC28A	NA
ECT2L	NA
REPS1	NA
ABRACL	cluster_15
ENSG00000300831	NA
HECA	cluster_13
TXLNB	cluster_13
ENSG00000226571	NA
CITED2	NA
LINC01625	NA
FILNC1	NA
LINC02941	NA
ENSG00000288714	NA
ENSG00000234147	cluster_8
ENSG00000259828	NA
ENSG00000299379	NA
ENSG00000295842	NA
VTA1	NA
ADGRG6	NA
ENSG00000236366	NA
HIVEP2	NA
HIVEP2-DT	NA
LINC01277	NA
AIG1	NA
ADAT2	NA
PEX3	NA
ENSG00000278206	NA
ENSG00000293105	NA
FUCA2	NA
ENSG00000294211	NA
PHACTR2	NA
ENSG00000257065	NA
LTV1	NA
ENSG00000280148	NA
ZC2HC1B	NA
PLAGL1	NA
HYMAI	NA
SF3B5	NA
STX11	NA
ENSG00000302628	NA
UTRN	NA
EPM2A	NA
ENSG00000270828	NA
ENSG00000288056	NA
ENSG00000280184	NA
FBXO30	NA
EPM2A-DT	cluster_13
SHPRH	NA
GRM1	cluster_4
RAB32	NA
ENSG00000293211	NA
STXBP5-AS1	cluster_8
ENSG00000289851	NA
STXBP5	NA
SAMD5	NA
ENSG00000224658	NA
SASH1	NA
UST	NA
ENSG00000308559	NA
TAB2	NA
SUMO4	NA
ZC3H12D	cluster_8
ENSG00000289045	NA
PPIL4	NA
GINM1	NA
ENSG00000293098	NA
KATNA1	NA
LATS1	NA
ENSG00000278899	NA
NUP43	NA
PCMT1	NA
ENSG00000285889	NA
ENSG00000285991	NA
LRP11	NA
RAET1E-AS1	NA
RAET1E	NA
RAET1G	NA
ULBP2	cluster_8
ULBP1	cluster_4
RAET1K	cluster_8
ULBP3	cluster_5
PPP1R14C	NA
PLEKHG1	cluster_4
MTHFD1L	NA
AKAP12	cluster_19
ZBTB2	NA
ENSG00000297539	NA
RMND1	NA
ARMT1	NA
CCDC170	cluster_13
ESR1	NA
ENSG00000302379	cluster_11
SYNE1	NA
ENSG00000300811	NA
MYCT1	NA
VIP	NA
FBXO5	cluster_19
ENSG00000227627	NA
MTRF1L	NA
ENSG00000302026	NA
RGS17	cluster_19
IPCEF1	NA
ENSG00000288520	cluster_19
CNKSR3	cluster_19
ENSG00000287260	NA
SCAF8	NA
TIAM2	NA
ENSG00000235381	NA
TFB1M	NA
ENSG00000271265	NA
ARID1B	NA
ENSG00000271551	NA
ENSG00000297172	NA
ENSG00000295864	cluster_11
TMEM242	NA
ENSG00000286482	NA
ZDHHC14	NA
SNX9	NA
SYNJ2	NA
SERAC1	NA
GTF2H5	NA
TULP4	NA
TMEM181	NA
DYNLT1	NA
SYTL3	NA
EZR	cluster_8
LINC02901	NA
RSPH3	NA
TAGAP-AS1	NA
ENSG00000288845	NA
FNDC1-AS1	cluster_8
FNDC1	NA
ENSG00000237927	NA
SOD2	NA
WTAP	NA
SOD2-OT1	NA
ACAT2	cluster_8
TCP1	NA
MRPL18	NA
PNLDC1	NA
IGF2R	NA
SLC22A1	NA
ENSG00000304281	NA
SLC22A3	NA
LPAL2	NA
MAP3K4-AS1	NA
MAP3K4	NA
AGPAT4	NA
PRKN	cluster_4
ENSG00000286805	NA
PACRG	NA
ENSG00000285564	NA
CAHM	NA
QKI	NA
ENSG00000297054	NA
PDE10A	NA
ENSG00000293174	NA
PRR18	cluster_4
SFT2D1	NA
ENSG00000308813	NA
ENSG00000286760	NA
MPC1	NA
MPC1-DT	NA
RPS6KA2	cluster_13
RPS6KA2-IT1	NA
RAMACL	NA
ENSG00000249141	NA
RNASET2	NA
ENSG00000285730	NA
CEP43	NA
ENSG00000272980	NA
AFDN-DT	NA
AFDN	NA
ENSG00000294714	NA
KIF25-AS1	NA
KIF25	NA
FRMD1	NA
ENSG00000305472	NA
ENSG00000286826	NA
LINC01615	NA
ENSG00000308177	NA
ENSG00000308201	NA
THBS2-AS1	NA
THBS2	cluster_19
LINC02519	NA
ENSG00000285887	NA
ENSG00000285733	NA
ENSG00000272848	cluster_11
WDR27	NA
C6orf120	NA
PHF10	NA
ENSG00000227704	cluster_19
DYNLT2	NA
ERMARD	NA
ENSG00000266896	NA
LINC00242	cluster_19
LINC00574	NA
DLL1	cluster_13
FAM120B	NA
ENSG00000261003	NA
ENSG00000288829	NA
PSMB1	NA
TBP	NA
PDCD2	NA
ENSG00000230423	NA
FAM157D	NA
LINC03015	NA
LINC03014	NA
ENSG00000240093	cluster_11
FAM20C	cluster_13
ENSG00000249852	NA
FOXL3	cluster_11
ENSG00000305682	NA
PDGFA	NA
PDGFA-DT	NA
PRKAR1B	NA
DNAAF5	NA
SUN1	NA
GET4	NA
ENSG00000273151	cluster_4
ADAP1	cluster_8
COX19	NA
ENSG00000310291	NA
CYP2W1	NA
C7orf50	NA
GPR146	NA
GPER1	cluster_8
ENSG00000308961	NA
ZFAND2A	NA
ZFAND2A-DT	NA
MICALL2	NA
MICALL2-DT	NA
ENSG00000273230	NA
INTS1	NA
MAFK	NA
ENSG00000300213	NA
TMEM184A	NA
PSMG3	NA
PSMG3-AS1	NA
ELFN1	NA
MAD1L1	NA
ENSG00000286192	NA
ENSG00000294685	NA
MRM2	NA
NUDT1	NA
SNX8	NA
EIF3B	NA
CHST12	NA
LFNG	NA
BRAT1	NA
IQCE	NA
TTYH3	NA
ENSG00000288792	NA
AMZ1	NA
GNA12	NA
CARD11	NA
SDK1-AS1	NA
SDK1	cluster_19
ENSG00000293573	NA
ENSG00000286874	NA
FOXK1	NA
ENSG00000287665	NA
AP5Z1	NA
RADIL	NA
PAPOLB	NA
MMD2	NA
RNF216P1	NA
RBAK-RBAKDN	NA
RBAK	NA
WIPI2	NA
SLC29A4	NA
TNRC18	NA
ENSG00000241269	NA
LINC03073	cluster_4
LINC02983	NA
FBXL18	NA
ENSG00000230733	NA
ACTB	cluster_5
FSCN1	NA
RNF216	NA
RNF216-IT1	NA
ENSG00000291099	NA
CCZ1	NA
RSPH10B	NA
PMS2	NA
AIMP2	NA
EIF2AK1	NA
ANKRD61	NA
USP42	NA
CYTH3	NA
SMIM10L3	NA
FAM220A	NA
RAC1	NA
DAGLB	NA
KDELR2	NA
ZDHHC4	NA
ENSG00000232581	NA
INTS15	NA
ZNF853	cluster_13
ZNF316	NA
ENSG00000228010	NA
ZNF12	NA
ENSG00000290835	NA
RSPH10B2	NA
CCZ1B	NA
ENSG00000295745	NA
C1GALT1	NA
LINC03016	NA
COL28A1	NA
MIOS-DT	NA
MIOS	NA
RPA3	NA
UMAD1	NA
ENSG00000283549	NA
ENSG00000308992	NA
GLCCI1-DT	NA
GLCCI1	NA
ICA1	cluster_4
NDUFA4	NA
PHF14	cluster_19
ENSG00000230333	NA
THSD7A	NA
TMEM106B	NA
VWDE	NA
SCIN	NA
ARL4A	NA
ENSG00000229618	NA
ETV1	NA
DGKB	cluster_4
AGMO	NA
MEOX2	NA
CRPPA	NA
ENSG00000272537	NA
SOSTDC1	NA
ENSG00000272361	NA
ANKMY2	NA
BZW2	NA
TSPAN13	cluster_4
ENSG00000289189	cluster_8
AHR	NA
ENSG00000237773	NA
ENSG00000283321	NA
LINC02889	cluster_4
SNX13	NA
ENSG00000306369	NA
ENSG00000279048	NA
HDAC9	cluster_8
TWIST1	cluster_19
ENSG00000236536	cluster_19
POLR1F	NA
MACC1	NA
GIRGL	NA
ITGB8-AS1	NA
ENSG00000302794	NA
ITGB8	cluster_19
ENSG00000300678	NA
SP4	NA
DNAH11	cluster_4
CDCA7L	NA
RAPGEF5	NA
STEAP1B	NA
STEAP1B-AS1	NA
IL6-AS1	NA
IL6	NA
TOMM7	NA
SNHG26	cluster_8
ENSG00000297586	NA
ENSG00000297541	NA
HYCC1	NA
KLHL7-DT	NA
KLHL7	NA
NUP42	NA
GPNMB	cluster_8
MALSU1	NA
IGF2BP3	NA
ENSG00000298035	NA
ENSG00000289109	NA
TRA2A	NA
CCDC126	NA
ENSG00000234286	NA
FAM221A	NA
STK31	NA
PALS2	NA
GSDME	NA
ENSG00000287093	NA
OSBPL3	NA
ENSG00000296268	NA
CYCS	NA
SPMIP4	cluster_19
LINC03007	NA
ENSG00000286725	NA
NFE2L3	NA
HNRNPA2B1	NA
CBX3	NA
SNX10	cluster_4
ENSG00000286507	NA
SKAP2	NA
HOXA1	NA
HOTAIRM1	NA
ENSG00000293629	NA
ENSG00000302880	NA
HOXA2	cluster_19
HOXA3	NA
HOXA-AS2	NA
HOXA4	cluster_19
ENSG00000273433	cluster_13
HOXA-AS3	NA
HOXA5	cluster_19
HOXA6	NA
ENSG00000272801	NA
HOXA7	NA
HOXA9	NA
ENSG00000257184	NA
HOXA10	NA
HOXA11	NA
HOXA11-AS	NA
HIBADH	NA
TAX1BP1-AS1	NA
TAX1BP1	NA
JAZF1	NA
JAZF1-AS1	NA
CREB5	NA
TRIL	cluster_13
CHN2	NA
PRR15-DT	NA
ENSG00000288973	NA
DPY19L2P3	NA
SCRN1	NA
FKBP14-AS1	NA
FKBP14	NA
PLEKHA8	NA
MTURN	NA
ENSG00000251660	NA
ZNRF2	cluster_13
ENSG00000281593	cluster_13
LINC01176	NA
NOD1	cluster_13
ENSG00000272638	NA
GGCT	NA
ENSG00000281039	NA
ENSG00000302328	NA
GARS1-DT	NA
GARS1	NA
INMT	NA
INMT-MINDY4	NA
MINDY4	NA
ENSG00000250424	NA
AQP1	NA
PDE1C	NA
ENSG00000302091	NA
LSM5	NA
AVL9	NA
ENSG00000293957	NA
ENSG00000293076	NA
ENSG00000273014	NA
LINC00997	NA
ENSG00000272905	NA
KBTBD2	NA
RP9P	NA
FKBP9	NA
NT5C3A	NA
ENSG00000302625	NA
RP9	NA
BBS9	NA
ENSG00000173862	NA
BMPER	cluster_8
ENSG00000306001	NA
ENSG00000299240	NA
DPY19L1	NA
ENSG00000287249	NA
ENSG00000291133	NA
ENSG00000289089	NA
ENSG00000288947	NA
ENSG00000287032	NA
HERPUD2	NA
HERPUD2-AS1	NA
LINC03013	cluster_13
SEPTIN7-DT	NA
SEPTIN7	NA
ENSG00000295259	NA
ENSG00000297937	NA
EEPD1	NA
ENSG00000260070	NA
MATCAP2	NA
ANLN	cluster_15
AOAH	NA
ELMO1	cluster_4
ENSG00000290149	cluster_4
SFRP4	NA
EPDR1	cluster_4
STARD3NL	NA
ENSG00000272908	NA
AMPH	cluster_19
VPS41	NA
YAE1-DT	NA
YAE1	NA
ENSG00000287584	NA
RALA	NA
LINC00265	NA
CDK13-DT	NA
ENSG00000296011	NA
CDK13	NA
ENSG00000289269	NA
MPLKIP	NA
SUGCT	NA
SUGCT-AS1	cluster_8
LINC01449	NA
INHBA	cluster_8
INHBA-AS1	NA
GLI3	cluster_19
ENSG00000261019	NA
C7orf25	NA
ENSG00000256646	NA
PSMA2	NA
MRPL32	NA
HECW1	cluster_4
STK17A	NA
COA1	NA
BLVRA	NA
MRPS24	NA
URGCP-MRPS24	NA
URGCP	NA
UBE2D4	NA
POLR2J4	NA
LINC00957	NA
ENSG00000288746	NA
DBNL	NA
PGAM2	NA
ENSG00000239775	cluster_4
POLM	NA
AEBP1	cluster_13
POLD2	NA
MYL7	NA
GCK	cluster_19
YKT6	NA
CAMK2B	cluster_4
ENSG00000279853	NA
NUDCD3	NA
NPC1L1	cluster_11
DDX56	NA
ENSG00000300114	NA
TMED4	NA
ENSG00000287574	NA
ENSG00000307684	NA
OGDH	NA
ENSG00000307669	NA
ZMIZ2	NA
ENSG00000297670	NA
PPIA	NA
H2AZ2	NA
PURB	NA
ENSG00000307228	NA
ENSG00000272768	NA
SNHG15	NA
ENSG00000309655	NA
CCM2	NA
NACAD	NA
TBRG4	NA
ADCY1	cluster_8
ENSG00000290107	NA
ENSG00000291207	NA
ENSG00000291208	NA
IGFBP3	cluster_8
ENSG00000233539	NA
ENSG00000306651	NA
ENSG00000286315	cluster_11
TNS3	NA
LINC01447	NA
ENSG00000299836	NA
PKD1L1	cluster_4
PKD1L1-AS1	cluster_13
HUS1	NA
UPP1	cluster_8
ABCA13	cluster_4
CDC14C	NA
FIGNL1	NA
ENSG00000290114	NA
GRB10	NA
COBL	NA
LINC01446	cluster_15
LINC01445	NA
SEC61G	NA
SEC61G-DT	NA
ENSG00000303536	cluster_8
EGFR	NA
LANCL2	NA
VOPP1	NA
VOPP1-DT	NA
ENSG00000233977	NA
ENSG00000291029	NA
ENSG00000299829	NA
ENSG00000294153	NA
ENSG00000249773	NA
ZNF713	NA
NIPSNAP2	NA
MRPS17	NA
PSPH	NA
CCT6A	NA
SUMF2	NA
PHKG1	NA
ENSG00000308826	NA
CHCHD2	NA
ENSG00000308845	NA
ENSG00000293303	NA
ZNF727	NA
ZNF736	NA
ENSG00000287985	NA
ZNF680	NA
ENSG00000286456	NA
ZNF107	NA
ZNF138	NA
ENSG00000306252	NA
ZNF273	NA
ENSG00000286342	NA
ZNF117	NA
ERV3-1	NA
CCT6P3	NA
ENSG00000296802	NA
ENSG00000296823	NA
INTS4P1	NA
ZNF92	NA
LINC03006	NA
ENSG00000291124	NA
ENSG00000301562	NA
ENSG00000236529	NA
VKORC1L1	NA
GUSB	NA
ENSG00000296880	NA
ASL	NA
ENSG00000249319	NA
CRCP	NA
TPST1	cluster_13
LINC00174	NA
ENSG00000300358	NA
LINC03011	NA
RABGEF1P1	NA
KCTD7	NA
ENSG00000284461	NA
ENSG00000293707	NA
ENSG00000226824	cluster_8
ENSG00000289015	NA
RABGEF1	NA
ENSG00000272831	NA
GTF2IRD1P1	NA
ENSG00000289177	NA
LINC02604	NA
TMEM248	NA
SBDS	NA
TYW1	NA
ENSG00000291154	NA
SPDYE21	cluster_11
STAG3L4	NA
ENSG00000273448	NA
AUTS2	NA
CALN1	NA
TYW1B	NA
SBDSP1	NA
POM121	NA
ENSG00000289042	NA
ENSG00000272843	NA
NSUN5P2	NA
ENSG00000285886	NA
TRIM74	NA
ENSG00000290832	NA
ENSG00000310533	NA
ENSG00000310535	NA
GTF2IP4	NA
NCF1B	NA
ENSG00000290839	NA
NSUN5	NA
TRIM50	NA
FZD9	NA
BAZ1B	NA
BCL7B	NA
TBL2	NA
MLXIPL	NA
VPS37D	NA
DNAJC30	NA
BUD23	NA
STX1A	NA
ENSG00000293503	NA
ABHD11	cluster_5
ENSG00000297150	NA
CLDN4	NA
METTL27	NA
ELN	cluster_13
ELN-AS1	NA
LIMK1	NA
ENSG00000301571	NA
EIF4H	NA
LAT2	NA
RFC2	NA
ENSG00000307275	NA
ENSG00000287815	NA
CLIP2	NA
GTF2IRD1	NA
ENSG00000273069	NA
GTF2I-AS1	NA
GTF2I	NA
NCF1	NA
ENSG00000289346	NA
GTF2IRD2	NA
ENSG00000290833	NA
ENSG00000304176	NA
CASTOR2	NA
RCC1L	NA
GTF2IRD2B	NA
NCF1C	NA
GTF2IP1	NA
ENSG00000277675	NA
ENSG00000310537	NA
ENSG00000290951	NA
TRIM73	cluster_4
NSUN5P1	NA
POM121C	NA
PMS2P3	NA
SPDYE5	NA
HIP1	NA
CCL26	cluster_8
CCL24	NA
ENSG00000296847	NA
RHBDD2	NA
POR	NA
TMEM120A	NA
STYXL1	NA
ENSG00000280388	NA
MDH2	NA
SRRM3	NA
ENSG00000296557	NA
ENSG00000296575	NA
HSPB1	NA
ENSG00000299709	NA
FPASL	NA
YWHAG	NA
SSC4D	NA
ZP3	NA
DTX2	NA
UPK3B	NA
LINC03009	NA
POMZP3	NA
DTX2P1-UPK3BP1-PMS2P11	NA
SPDYE18	NA
ENSG00000291121	NA
CCDC146	cluster_11
FGL2	cluster_13
ENSG00000305531	NA
GSAP	NA
ENSG00000305656	NA
PTPN12	NA
APTR	NA
RSBN1L	NA
TMEM60	NA
PHTF2	NA
MAGI2	NA
ENSG00000286855	NA
MAGI2-AS3	NA
ENSG00000287488	NA
GNAI1	NA
CD36	cluster_4
SEMA3C	NA
ENSG00000293394	cluster_11
HGF	NA
CACNA2D1	NA
PCLO	cluster_4
SEMA3E	cluster_8
SEMA3A	NA
LINC03017	NA
ENSG00000301054	NA
ENSG00000232019	NA
ENSG00000309143	NA
SEMA3D	NA
ELAPOR2	cluster_4
DMTF1-AS1	NA
DMTF1	NA
TMEM243	NA
TP53TG1	NA
CROT	NA
ABCB4	cluster_4
ABCB1	cluster_4
RUNDC3B	NA
SLC25A40	NA
DBF4	cluster_15
ADAM22	NA
SRI	NA
ENSG00000291119	NA
STEAP1	NA
STEAP2	NA
CFAP69	cluster_13
GTPBP10	NA
CLDN12	NA
ENSG00000273299	NA
CDK14	NA
ENSG00000223969	NA
FZD1	NA
ENSG00000223665	NA
ENSG00000309376	NA
MTERF1	NA
ENSG00000287672	NA
AKAP9	NA
CYP51A1	cluster_8
ENSG00000285772	cluster_8
ENSG00000289027	NA
CYP51A1-AS1	NA
LRRD1	NA
ENSG00000285953	NA
KRIT1	NA
ENSG00000243107	NA
ANKIB1	NA
GATAD1	NA
ENSG00000244055	NA
ERVW-1	NA
PEX1	NA
RBM48	NA
ENSG00000300498	NA
FAM133B	NA
CDK6	NA
ENSG00000287932	NA
CDK6-AS1	NA
SAMD9	NA
SAMD9L	NA
HEPACAM2	NA
VPS50	NA
TFPI2	cluster_4
ENSG00000306701	NA
GNG11	NA
ENSG00000278959	NA
BET1	NA
BET1-AS1	NA
ENSG00000285090	NA
COL1A2	cluster_13
CASD1	NA
SGCE	cluster_19
PEG10	cluster_15
PPP1R9A	cluster_4
PON2	NA
PDK4	cluster_11
DYNC1I1	cluster_4
SLC25A13	NA
SEM1	NA
SDHAF3	NA
TAC1	NA
ASNS	NA
ENSG00000284707	NA
ENSG00000285725	NA
LMTK2	NA
BHLHA15	NA
TECPR1	NA
BRI3	NA
ENSG00000296709	NA
BAIAP2L1	NA
ENSG00000272950	NA
NPTX2	cluster_4
TMEM130	NA
TRRAP	NA
ENSG00000286305	NA
SMURF1	NA
ENSG00000284523	NA
ENSG00000293560	NA
ENSG00000284292	NA
ARPC1A	NA
ARPC1B	NA
PDAP1	NA
BUD31	NA
PTCD1	NA
ATP5MF-PTCD1	NA
CPSF4	NA
ATP5MF	NA
ZNF789	NA
ZNF394	NA
ZKSCAN5	NA
FAM200A	NA
ZNF655	NA
ENSG00000272647	NA
TMEM225B	cluster_11
ZSCAN25	NA
CYP3A5	cluster_8
CYP3A7-CYP3A51P	NA
CYP3A7	NA
OR2AE1	NA
TRIM4	NA
ENSG00000237640	NA
AZGP1	cluster_4
ZKSCAN1	NA
ZSCAN21	NA
ZNF3	NA
COPS6	NA
MCM7	cluster_15
AP4M1	NA
TAF6	NA
ENSG00000242798	NA
CNPY4	NA
MBLAC1	NA
LAMTOR4	NA
TRAPPC14	NA
GAL3ST4	NA
GPC2	cluster_19
STAG3	NA
CASTOR3P	NA
ENSG00000293698	NA
ENSG00000292277	NA
PVRIG	NA
ENSG00000291178	NA
STAG3L5P-PVRIG2P-PILRB	NA
PILRB	NA
PILRA	NA
ENSG00000289691	NA
ENSG00000289690	NA
ZCWPW1	NA
MEPCE	NA
ENSG00000241357	NA
PPP1R35	NA
PPP1R35-AS1	NA
SPACDR	cluster_11
TSC22D4	NA
ENSG00000289760	NA
NYAP1	NA
AGFG2	NA
ENSG00000289886	NA
SAP25	NA
ENSG00000274272	NA
LRCH4	NA
FBXO24	NA
PCOLCE-AS1	cluster_19
PCOLCE	cluster_19
MOSPD3	NA
TFR2	NA
GNB2	NA
GIGYF1	NA
POP7	NA
EPHB4	NA
SLC12A9	NA
TRIP6	NA
SRRT	NA
UFSP1	NA
ACHE	cluster_4
MUC3A	NA
MUC12	NA
MUC12-AS1	NA
TRIM56	NA
SERPINE1	cluster_8
AP1S1	NA
VGF	NA
ENSG00000295521	NA
ENSG00000294135	NA
PLOD3	NA
ZNHIT1	NA
CLDN15	NA
FIS1	NA
IFT22	NA
COL26A1	NA
CUX1	NA
SH2B2	NA
ENSG00000296900	NA
PRKRIP1	NA
ENSG00000290830	NA
ORAI2	NA
ALKBH4	NA
LRWD1	NA
POLR2J	NA
RASA4B	NA
UPK3BL2	NA
ENSG00000270249	NA
RASA4	NA
ENSG00000205236	NA
UPK3BL1	NA
POLR2J2-UPK3BL1	NA
POLR2J2	NA
ENSG00000293997	NA
ENSG00000286830	NA
FAM185A	NA
FBXL13	NA
ENSG00000302818	NA
LRRC17	NA
NFE4	NA
ARMC10	NA
NAPEPLD	cluster_13
ENSG00000289956	NA
DPY19L2P2	NA
PMPCB	NA
DNAJC2	NA
ENSG00000289613	NA
PSMC2	NA
SLC26A5-AS1	NA
RELN	NA
ORC5	NA
KMT2E-AS1	NA
KMT2E	NA
ENSG00000302574	NA
ENSG00000289360	NA
ENSG00000288914	NA
ENSG00000272918	NA
SRPK2	NA
PUS7	NA
ENSG00000295934	NA
RINT1	NA
EFCAB10-AS1	NA
ENSG00000295921	NA
ATXN7L1	NA
CDHR3	NA
